indice,estrelas,comentario
110,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I like the course. It's beneficial and clear. Also, the concept is clear. "
111,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course was really awsome,learning has been fun in all the 4 courses, the number of new things learnt in this course was remarkable.Even the mot complicated things were taught in such a way that it never seemed tough.Doing assignments really helped to make concepts even more clear."
112,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Fantastic course! Presents both the theory and practical uses in a straightforward manner that is easy to grasp. Programming assignments are a mix of NumPy and Keras API, with the former being more illustrative of the inner workings of RNNs and the latter being more practically useful."
113,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent! Amazing! Such good quality of lecture and assignments. Thank you Andrew and team for giving me such a good overview of what i can use this for. I feel as though this series dramatically lowered the barriers to entry for me to get started on any ML project i decide to. Thanks
114,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,No better introductory material. I suggest doing NLP specialization by deeplearning.ai after this though I have still not tried it out myself yet but hoping to do it some time. Thank you Andrew! I got emotional in your last video of the course. You are such an example for educators <3
115,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This was by far the Best Course and Specialization that I have done. Thank You Coursera and Thank You Sir Andrew NG . You have made me confident and able in the Field of Deep Learning. I am grateful to you Sir. I will try my best to use this knowledge as a superpower in the right way.
116,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,1) Course over all is good.
117,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"In my opinion, this module was a little more complex than the previous ones, however, it has been an excellent course to deepen my knowledge in recurrent neural networks and close this specialization program in deep learning. Thank you very much, Dr. Andrew Ng and deeplearningai!!!!"
118,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course with interesting exercises. One can really see the amount of effort  being put into creating the assignment material, so they are at a suitable level and with a lot to take away, and the students have a good understanding of details through practice. Really appreciated."
119,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I don't know how to express my feeling of gratitude. The DeepLearning Specialisation to some degreee, changes my life, including career and reserach. I will definitely make fully use of this superpower to improve humanity and the whole community! Thank you again to deeplearning.ai!"
120,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,the programing assignment ins WEEK 1 was a bit ambiguous in nature. helped me improve my debugging skills. 
121,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,More easier to understand than the ConvNets course!
122,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This is a great course. It provides a good introduction to RNNs and how they are used in sequence modeling. Introduction to GRU, LSTMs, BiRNNs, attention model is great way to learn these in depth. The exercises are designed to make you familiar with the internals of these layers."
