indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
104,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent teaching, materials, and organization! It's great to include state-of-the-art technologies like Transformer and LSTM. I would recommend also teaching some practical skills (like TensorFlow) that students can apply directly in practical programming (beyond the course assignments).",5,1,290
105,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great appreciation to Dr. Andrew Ng. The course has been incredibly well taught. Thank you so much for your enlightening lectures. I very much enjoyed the course, and I think it is very well structured and organized. The forum was very helpful when I got stuck in the programming exercises. ",5,1,291
106,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It is a great course, and the same applies to the whole Deep Learning Specialisation. It is  very nice to see that many people all around the world can relatively easily get access to these learning materials as well as to the problem exercises. Thank you for making it widely available !",5,1,288
107,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I am amazed with the learning experience of Seq2Seq Modules created by deeplearning.ai team! Loved the way it's taught by Andrew Ng and the hands on experience helped the mentee very well. Keep building such courses, would like to contribute more in this space as in research or products.",5,1,288
108,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Insightful detail on model architectures and how they influence (and are influenced by) data generation for sequence-based applications. For those that have grasped the theory behind DNNs and are interested in applying ML to language and text, I highly recommend checking out this course!",5,1,288
109,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course, well explained. Sometimes the course material gets a bit too general but this is done when the details would be unbearable to cover. The overview of all the machine learning conepts is an amazing start for purusing anything deep learning related in my novice point of view.",5,1,287
110,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I like the course. It's beneficial and clear. Also, the concept is clear. ",5,1,74
111,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course was really awsome,learning has been fun in all the 4 courses, the number of new things learnt in this course was remarkable.Even the mot complicated things were taught in such a way that it never seemed tough.Doing assignments really helped to make concepts even more clear.",5,1,286
112,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Fantastic course! Presents both the theory and practical uses in a straightforward manner that is easy to grasp. Programming assignments are a mix of NumPy and Keras API, with the former being more illustrative of the inner workings of RNNs and the latter being more practically useful.",5,1,286
113,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent! Amazing! Such good quality of lecture and assignments. Thank you Andrew and team for giving me such a good overview of what i can use this for. I feel as though this series dramatically lowered the barriers to entry for me to get started on any ML project i decide to. Thanks,5,1,286
114,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,No better introductory material. I suggest doing NLP specialization by deeplearning.ai after this though I have still not tried it out myself yet but hoping to do it some time. Thank you Andrew! I got emotional in your last video of the course. You are such an example for educators <3,5,1,285
115,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This was by far the Best Course and Specialization that I have done. Thank You Coursera and Thank You Sir Andrew NG . You have made me confident and able in the Field of Deep Learning. I am grateful to you Sir. I will try my best to use this knowledge as a superpower in the right way.,5,1,285
116,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,1) Course over all is good.,5,1,27
117,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"In my opinion, this module was a little more complex than the previous ones, however, it has been an excellent course to deepen my knowledge in recurrent neural networks and close this specialization program in deep learning. Thank you very much, Dr. Andrew Ng and deeplearningai!!!!",5,1,283
118,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course with interesting exercises. One can really see the amount of effort  being put into creating the assignment material, so they are at a suitable level and with a lot to take away, and the students have a good understanding of details through practice. Really appreciated.",5,1,283
119,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I don't know how to express my feeling of gratitude. The DeepLearning Specialisation to some degreee, changes my life, including career and reserach. I will definitely make fully use of this superpower to improve humanity and the whole community! Thank you again to deeplearning.ai!",5,1,282
