indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
194,Filled Star Filled Star Filled Star Filled Star Filled Star,   course series disappoint find course difficult likely little prior exposure recurrent neural course worth effort realm new text audio time series datum need detect translate generate new vein course high level understand invaluable success course,5,1,627
195,Filled Star Filled Star Filled Star Filled Star Filled Star,   extremely think comprehensive introduction sequence take important interesting application s clarity exposition absolutely wonderful complex area cleverly choose finally new course assignment minor know likely fix subsequent give breadth quality content absolutely deserve,5,1,625
196,Filled Star Filled Star Filled Star Filled Star Filled Star,   opinion good actually s d rank well worse,5,1,116
197,Filled Star Filled Star Filled Star Filled Star Filled Star,   course undoubtedly previous content rich informative pay close attention give don t follow check Discussion hint Professor teach absolutely sublime crisp concise personally entire week attention entire concept bit rush absolutely people course sure pretty good Python,5,1,617
198,Filled Star Filled Star Filled Star Filled Star Filled Star,   remarkably lucid exposition complex learn directly applicable highest recommendation thank deep learning ai staff entire specialization abundantly clear mastery,5,1,279
199,Filled Star Filled Star Filled Star Filled Star Filled Star,   par professor s standard hard follow miss come away good understanding sequence t thank,5,1,278
200,Filled Star Filled Star Filled Star Filled Star Filled Star,   logical especially addition probability improve interesting compare language language easy predict study backward human learn unexpected,5,1,277
201,Filled Star Filled Star Filled Star Filled Star Filled Star,   super informative s unreal easily difficult look child s play incredibly informative super interesting thankful specialization teach,5,1,276
202,Filled Star Filled Star Filled Star Filled Star Filled Star,   start course strong knowledge Natural Language specialize domain thoroughly satisfied end course course give confidence dive domain,5,1,276
203,Filled Star Filled Star Filled Star Filled Star Filled Star,   course excellent fix follow problem,5,1,70
204,Filled Star Filled Star Filled Star Filled Star Filled Star,   remain forever indebted team rigorous course imagine effort design video go research knit AI education true sense,5,1,275
205,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course scratch teach code scratch code build high performance system instead tiny,5,1,187
206,Filled Star Filled Star Filled Star Filled Star Filled Star,   course s hard informative useful get chance learn popular powerful like word attention mechanism start understand way deep learn community deal e ingenious design network structure inspire pattern human perceive world t enjoy solid foundation statistical learning work suitable engineering s astonishing hope combine deep learn traditional well understand,5,1,600
207,Filled Star Filled Star Filled Star Filled Star Filled Star,   want thank team great content able create award win course learn bunch lot work go great appreciate format experience pretty close perfect feel leave fend overly simple force solidify think learn well thank team,5,1,597
209,Filled Star Filled Star Filled Star Filled Star Filled Star,   appreciate hard work effort team material,5,1,87
210,Filled Star Filled Star Filled Star Filled Star Filled Star,   great introduction Recurrent Neural Network lot text generation music generation sentiment analysis word speech recognition attention base machine thank lot team awesome course,5,1,275
211,Filled Star Filled Star Filled Star Filled Star Filled Star,   complicated clearly week bit overwhelming lose huge information overflow trust connect thank amazing course,5,1,274
212,Filled Star Filled Star Filled Star Filled Star Filled Star,   thank make course specialization excellent great way explain simply easy look couple research go,5,1,273
213,Filled Star Filled Star Filled Star Filled Star Filled Star,   prof great person teach heart Prof today,5,1,99
214,Filled Star Filled Star Filled Star Filled Star Filled Star,   Awesome need erroneous contain technical mathematical build design allow,5,1,273
215,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course ai series complete novice sequence nonetheless learn lot material good state art excellent,5,1,274
216,Filled Star Filled Star Filled Star Filled Star Filled Star,   course experience audio general computer vision image detection model cool specialization starting build,5,1,271
217,Filled Star Filled Star Filled Star Filled Star Filled Star,   course extra effort practical recommend get familiar syntax little hand hold focus actual model architecture,5,1,270
